speaker1,speaker2
 bofu What is the 48 hour forecast for oakland? eofu bofu Thank you very much car! eofu," bofu Storms and a high of 100F are predicted today in oakland, followed by cloudy weather with a high of 60F eofu bofu You're welcome. Have a good day.  eofu"
 bofu Is it gonna rain during the next week in Boston? eofu bofu Thank you! eofu," bofu No, it's not gonna rain in Boston during the next week eofu bofu You are welcome! eofu"
" bofu Hello car, can you schedule a conference for 4pm, this month on the 11th with HR? eofu bofu Yes, thank you! eofu bofu No, that's all, thanks. eofu"," bofu I am scheduling a conference this month on the 11th at 4pm with HR. Is that correct? eofu bofu Okay, perfect. I've got it all set up. Anything else I can help with? eofu bofu no problem eofu"
" bofu Can you find me a chinese restaurant within 4 miles? eofu bofu I guess it will do. What's the address? eofu bofu Yes, please, pick the quickest route and send it on my screen, thank you! eofu bofu Thank you.  eofu", bofu No Chinese restaurants are within 4 miles but I have a Panda Express that's 5 miles away. How's that sound? eofu bofu The Panda Express is at 842 Arrowhead Way. I can set directions now if you like.  eofu bofu Sending directions now.  eofu bofu You are welcome driver! eofu
 bofu Schedule a swimming activity at 11am today with my father. eofu bofu Thank you kindly. eofu," bofu Okay, scheduling a swimming activity with your father for today at 11am. eofu bofu You are welcome. eofu"
 bofu I need groceries. eofu bofu Which has less traffic? eofu bofu Let's go to Whole Foods then.  eofu," bofu Whole Foods and Safeway are close. eofu bofu Whole Foods at 819 Alma St has moderate traffic, while the other option goes through heavy traffic eofu bofu Okay, heading to Whole Foods eofu"
 bofu find me a nearby coffee shop specifically starbucks eofu bofu Their coffee isn't that good but patience.. Please avoid all heavy traffic and let's go there! eofu bofu Thank you car! eofu," bofu I'm sorry but there are no Starbucks nearby. If you want there is Philz 1 miles away eofu bofu Ok, mapping route to Philz and trying to avoid all heavy traffic.  eofu bofu You're welcome, glad to help.  eofu"
" bofu set a reminder for tennis eofu bofu At moms house on the 15th of april, 2017 eofu bofu 1 pm on the 12th eofu bofu Thank you! eofu", bofu When and where will you be playing tennis? eofu bofu For what time and day would you like to schedule the reminder? eofu bofu Setting a reminder on the 12th at 1 pm to play tennis at mom's house eofu bofu You're welcome.  eofu
 bofu set reminder for yoga class on the 12th of this month eofu, bofu what time is your yoga class eofu
" bofu Can you schedule a doctor appointment at 10 am, Monday the 1st, with Martha? eofu bofu Thanks buddy. eofu"," bofu I will get on it, you are schedule for a doctor appointment at 10 am, Monday the 1st with Martha.  eofu bofu My pleasure friend. eofu"
 bofu tell me when my next tennis game is eofu bofu What is this Thursday's date? eofu, bofu it is this thurs  at  1 pm eofu
 bofu When is taking medicine scheduled and who is attending? eofu bofu Thanks! eofu, bofu You have two reminders set for taking medicine; one on Monday at 3 pm with mother and one on the 7th at 4 pm with aunt. eofu bofu You are welcome sir. eofu
 bofu Set a schedule for playing tennis with Marie eofu bofu Set the reminder for 2pm the 15th of this month please. eofu bofu Thanks. eofu," bofu For what date and time would you like to set it? eofu bofu Alright, setting a reminder for playing tennis with Marie at 2 pm on the 15th of this month. eofu bofu you're welcome eofu"
" bofu what is the temperature eofu bofu Mountain View for the next 2 days. eofu bofu That will do, thanks. eofu", bofu What city would you like the temperature for? eofu bofu Mountain View will be seeing temperatures between 90-100F on Monday and 60-70F on Tuesday. eofu bofu You are welcome. eofu
" bofu Can you schedule a reminder for my football activity at 7pm the 8th, with Martha?  eofu bofu Awesome! eofu bofu Nope. eofu", bofu Reminder for football on the 8th at 7pm with Martha is set.  eofu bofu you're welcome. need help with anything else? eofu bofu happy to help eofu
 bofu Can you tell me what time my next doctor's appointment is and if anyone is joining me? eofu bofu I want more info for the appointment on 5th eofu," bofu you have three appointments scheduled with the doctor: one on 5th, one on 8th, and one on Sunday. For which one would you like to receive more info? eofu bofu Yes, it is at 3 pm with your mother.  eofu"
" bofu find the nearest parking garage eofu bofu That's good, please pick a quick route to go there! eofu bofu Great thank you eofu"," bofu The nearest parking garage at 550 Alester Ave is Dish Parking, It is 2 miles away with a road block nearby eofu bofu Setting navigation now.  eofu bofu You're welcome! eofu"
 bofu is it going to snow next week eofu bofu Atherton. eofu bofu Yes! Thank you so much.  eofu, bofu What location do you want the weather for? eofu bofu No there is no snow in the forecast for Atherton for next week.  eofu bofu You're welcome.  eofu
 bofu Schedule a doctor Appointment.  eofu bofu at 11 am with Alex on the 13th eofu bofu Thank you so much! eofu," bofu What day and time should I set the appointment? eofu bofu Great, I have that all scheduled for you! eofu bofu you are welcome eofu"
 bofu what's the forecast going to be for today and tomorrow eofu bofu Will it be windy in Manhattan today or tomorrow? eofu bofu Thanks. eofu, bofu What city would you like to know today and tomorrow's weather about? eofu bofu The forecast does show show that it will be windy in Manhattan today or tomorrow. eofu bofu You are welcome. eofu
" bofu There will be any overcast in Oakland on next weekend? eofu bofu Okay, thank you eofu", bofu It will not be overcast in Oakland next weekend. eofu bofu Have a great day and you're welcome.  eofu
" bofu what's the weather going to be like this week eofu bofu Tell me about Brentwood, will it snow sometime this week? eofu bofu okay, thank you eofu", bofu What city do you want the weather for? eofu bofu It's gonna snow on Tuesday in Brentwood eofu bofu happy to help eofu
" bofu Where can I get groceries? eofu bofu Are they within 3 miles? eofu bofu Is there any traffic on the way to Whole Foods? eofu bofu It's okay, let's go there, just pick the best available route, thank you! eofu"," bofu Whole Foods and Sigona Farmers Market are close. eofu bofu Whole Foods is 2 miles away. eofu bofu Whole Foods has heavy traffic noted on the way. Would you like somewhere else? eofu bofu I sent the info on your GPS, you're welcome! eofu"
" bofu navigate to the closest restaurant eofu bofu Yes please and avoid all heavy traffic please. eofu bofu Yes please, thank you eofu bofu Yes, thank you car, please set the GPS to reach there eofu", bofu The closest restaurant is a chinese spot that is 5 miles away. Would you like the name and address of it? eofu bofu It appears the only Chinese restaurant in the area has heavy traffic. Do you still want the info? eofu bofu Chef Chu's is located at 593 Arrowhead Way. Is that all you needed? eofu bofu You're welcome! eofu
 bofu I need to find out the date and whoever is attending my lab appointment.  eofu bofu Yes please that will be helpful. eofu bofu Thanks.  eofu, bofu You have two lab appointments scheduled. One on the 5th with your father attending and the other is on the 15th with your sister attending. Would you like to know the times as well? eofu bofu Your lab appointment with your father on the 5th is at 9 am and the one on the 15th with your sister is at 4 pm.  eofu bofu You are welcome eofu
 bofu When is yoga and who is attending? eofu bofu Thanks for the info. eofu," bofu You have three yoga activities scheduled; one on the 2nd at 9 am with your brother, another on the 4th at 4 pm with Tom, and the last one on the 11th at 1 pm with Jon.  eofu bofu You're welcome.  eofu"
 bofu Is it supposed to drizzle in danville this thursday? eofu bofu Thanks. eofu, bofu It will not drizzle in Danville on Thursday. eofu bofu You're welcome! eofu
" bofu Where can I go shopping? eofu bofu Is that the closest mall to me? eofu bofu Then let's go there, just pick the fastest route please eofu bofu Lets go then car assistant eofu"," bofu There is Topanga Mall within 5 miles but there is a roadblock nearby.  eofu bofu Yes sorry it appears to be the only option.  eofu bofu Topanga Mall is set in the GPS to the fastest available route.  eofu bofu Sure, I sent the info on your screen, drive carefully! eofu"
" bofu Please give me the high temperature for New York for the next seven days.  eofu bofu Excellent, thanks a lot.  eofu", bofu The high next week in New York will be 100F. eofu bofu happy to help eofu
 bofu get directions to the nearest parking garage eofu bofu How's the traffic there? eofu bofu Ok let's go there then.  eofu bofu Thank you. eofu, bofu The nearest parking garage is 1 mile away at Civic Center Garage. It's located at 270 Altaire Walk. eofu bofu Heavy traffic is on the route to Civic Center Garage but is still the best option.  eofu bofu Setting navigation now to the Civic Center Garage.  eofu bofu You're welcome.  eofu
 bofu what is the temperature outside eofu bofu San Francisco eofu bofu Thanks. eofu, bofu What city do you want the weather for? eofu bofu It is currently cloudy with a low of 80F and high of 90F in San Francisco. eofu bofu You are welcome. eofu
 bofu is it raining today eofu bofu Oakland eofu bofu Thanks. eofu, bofu What city would you like me to find out if it is raining in? eofu bofu There will not be any rain for Oakland today.  eofu bofu You are welcome. eofu
" bofu Is it raining in Brentwood now? eofu bofu Wow, great, thank you eofu", bofu There is hail coming down in brentwood right now eofu bofu no problem eofu
" bofu i need to take medicine on sunday eofu bofu Please set it for 10am eofu bofu Sweet, thanks! eofu"," bofu Setting a reminder to take medicine on Sunday, at what time? eofu bofu Okay wonderful, I just set a reminder for you! eofu bofu happy to help eofu"
 bofu Where can I get gas? eofu bofu Are you able to provide me with the fastest route and no traffic on it? eofu bofu Thank you car! eofu, bofu 76 is 2 miles away. eofu bofu There is a car collision nearby but I sent on your screen the best available route eofu bofu You're welcome! eofu
